,ts_code,symbol,name,area,industry,fullname
1510,603968.SH,603968,醋化股份,江苏,化工原料,南通醋酸化工股份有限公司
1511,603969.SH,603969,银龙股份,天津,其他建材,天津银龙预应力材料股份有限公司
1512,603970.SH,603970,中农立华,北京,其他商业,中农立华生物科技股份有限公司
1513,603976.SH,603976,正川股份,重庆,医疗保健,重庆正川医药包装材料股份有限公司
1514,603977.SH,603977,国泰集团,江西,化工原料,江西国泰集团股份有限公司
1515,603978.SH,603978,深圳新星,深圳,铝,深圳市新星轻合金材料股份有限公司
1516,603979.SH,603979,金诚信,北京,建筑工程,金诚信矿业管理股份有限公司
1517,603980.SH,603980,吉华集团,浙江,染料涂料,浙江吉华集团股份有限公司
1518,603982.SH,603982,泉峰汽车,江苏,汽车配件,南京泉峰汽车精密技术股份有限公司
1519,603983.SH,603983,丸美股份,广东,日用化工,广东丸美生物技术股份有限公司
1520,603985.SH,603985,恒润股份,江苏,机械基件,江阴市恒润重工股份有限公司
1521,603986.SH,603986,兆易创新,北京,半导体,北京兆易创新科技股份有限公司
1522,603987.SH,603987,康德莱,上海,医疗保健,上海康德莱企业发展集团股份有限公司
1523,603988.SH,603988,中电电机,江苏,电气设备,中电电机股份有限公司
1524,603989.SH,603989,艾华集团,湖南,元器件,湖南艾华集团股份有限公司
1525,603990.SH,603990,麦迪科技,江苏,软件服务,苏州麦迪斯顿医疗科技股份有限公司
1526,603991.SH,603991,至正股份,深圳,塑料,深圳至正高分子材料股份有限公司
1527,603992.SH,603992,松霖科技,福建,家居用品,厦门松霖科技股份有限公司
1528,603993.SH,603993,洛阳钼业,河南,小金属,洛阳栾川钼业集团股份有限公司
1529,603995.SH,603995,甬金股份,浙江,特种钢,浙江甬金金属科技股份有限公司
1530,603996.SH,603996,*ST中新,浙江,家用电器,中新科技集团股份有限公司
1531,603997.SH,603997,继峰股份,浙江,汽车配件,宁波继峰汽车零部件股份有限公司
1532,603998.SH,603998,方盛制药,湖南,中成药,湖南方盛制药股份有限公司
1533,603999.SH,603999,读者传媒,甘肃,出版业,读者出版传媒股份有限公司
1534,605001.SH,605001,威奥股份,山东,运输设备,青岛威奥轨道股份有限公司
1535,605003.SH,605003,众望布艺,浙江,纺织,众望布艺股份有限公司
1536,605005.SH,605005,合兴股份,浙江,汽车配件,合兴汽车电子股份有限公司
1537,605006.SH,605006,山东玻纤,山东,玻璃,山东玻纤集团股份有限公司
1538,605007.SH,605007,五洲特纸,浙江,造纸,衢州五洲特种纸业股份有限公司
1539,605008.SH,605008,长鸿高科,浙江,塑料,宁波长鸿高分子科技股份有限公司
1540,605009.SH,605009,豪悦护理,浙江,造纸,杭州豪悦护理用品股份有限公司
1541,605011.SH,605011,杭州热电,浙江,供气供热,杭州热电集团股份有限公司
1542,605016.SH,605016,百龙创园,山东,食品,山东百龙创园生物科技股份有限公司
1543,605018.SH,605018,长华股份,浙江,汽车配件,浙江长华汽车零部件股份有限公司
1544,605020.SH,605020,永和股份,浙江,化工原料,浙江永和制冷股份有限公司
1545,605028.SH,605028,世茂能源,浙江,供气供热,宁波世茂能源股份有限公司
1546,605033.SH,605033,美邦股份,陕西,农药化肥,陕西美邦药业集团股份有限公司
1547,605050.SH,605050,福然德,上海,仓储物流,福然德股份有限公司
1548,605055.SH,605055,迎丰股份,浙江,纺织,浙江迎丰科技股份有限公司
1549,605056.SH,605056,咸亨国际,浙江,电器仪表,咸亨国际科技股份有限公司
1550,605058.SH,605058,澳弘电子,江苏,元器件,常州澳弘电子股份有限公司
1551,605060.SH,605060,联德股份,浙江,机械基件,杭州联德精密机械股份有限公司
1552,605066.SH,605066,天正电气,浙江,电气设备,浙江天正电气股份有限公司
1553,605068.SH,605068,明新旭腾,浙江,汽车配件,明新旭腾新材料股份有限公司
1554,605069.SH,605069,正和生态,北京,环境保护,北京正和恒基滨水生态环境治理股份有限公司
1555,605077.SH,605077,华康股份,浙江,食品,浙江华康药业股份有限公司
1556,605080.SH,605080,浙江自然,浙江,纺织,浙江大自然户外用品股份有限公司
1557,605081.SH,605081,太和水,上海,环境保护,上海太和水环境科技发展股份有限公司
1558,605086.SH,605086,龙高股份,福建,矿物制品,龙岩高岭土股份有限公司
1559,605088.SH,605088,冠盛股份,浙江,汽车配件,温州市冠盛汽车零部件集团股份有限公司
1560,605089.SH,605089,味知香,江苏,食品,苏州市味知香食品股份有限公司
1561,605090.SH,605090,九丰能源,江西,供气供热,江西九丰能源股份有限公司
1562,605098.SH,605098,行动教育,上海,文教休闲,上海行动教育科技股份有限公司
1563,605099.SH,605099,共创草坪,江苏,文教休闲,江苏共创人造草坪股份有限公司
1564,605100.SH,605100,华丰股份,山东,机械基件,华丰动力股份有限公司
1565,605108.SH,605108,同庆楼,安徽,酒店餐饮,同庆楼餐饮股份有限公司
1566,605111.SH,605111,新洁能,江苏,半导体,无锡新洁能股份有限公司
1567,605116.SH,605116,奥锐特,浙江,化学制药,奥锐特药业股份有限公司
1568,605117.SH,605117,德业股份,浙江,家用电器,宁波德业科技股份有限公司
1569,605118.SH,605118,力鼎光电,福建,元器件,厦门力鼎光电股份有限公司
1570,605122.SH,605122,四方新材,重庆,其他建材,重庆四方新材股份有限公司
1571,605123.SH,605123,派克新材,江苏,钢加工,无锡派克新材料科技股份有限公司
1572,605128.SH,605128,上海沿浦,上海,汽车配件,上海沿浦金属制品股份有限公司
1573,605133.SH,605133,嵘泰股份,江苏,汽车配件,江苏嵘泰工业股份有限公司
1574,605136.SH,605136,丽人丽妆,上海,其他商业,上海丽人丽妆化妆品股份有限公司
1575,605151.SH,605151,西上海,上海,汽车配件,西上海汽车服务股份有限公司
1576,605155.SH,605155,西大门,浙江,化工原料,浙江西大门新材料股份有限公司
1577,605158.SH,605158,华达新材,浙江,钢加工,浙江华达新型材料股份有限公司
1578,605162.SH,605162,新中港,浙江,供气供热,浙江新中港热电股份有限公司
1579,605166.SH,605166,聚合顺,浙江,化工原料,杭州聚合顺新材料股份有限公司
1580,605167.SH,605167,利柏特,江苏,专用机械,江苏利柏特股份有限公司
1581,605168.SH,605168,三人行,陕西,互联网,三人行传媒集团股份有限公司
1582,605169.SH,605169,洪通燃气,新疆,供气供热,新疆洪通燃气股份有限公司
1583,605177.SH,605177,东亚药业,浙江,化学制药,浙江东亚药业股份有限公司
1584,605178.SH,605178,时空科技,北京,装修装饰,北京新时空科技股份有限公司
1585,605179.SH,605179,一鸣食品,浙江,乳制品,浙江一鸣食品股份有限公司
1586,605180.SH,605180,华生科技,浙江,塑料,浙江华生科技股份有限公司
1587,605183.SH,605183,确成股份,江苏,化工原料,确成硅化学股份有限公司
1588,605186.SH,605186,健麾信息,上海,医疗保健,上海健麾信息技术股份有限公司
1589,605188.SH,605188,国光连锁,江西,超市连锁,江西国光商业连锁股份有限公司
1590,605189.SH,605189,富春染织,安徽,纺织,芜湖富春染织股份有限公司
1591,605196.SH,605196,华通线缆,河北,电气设备,河北华通线缆集团股份有限公司
1592,605198.SH,605198,德利股份,山东,软饮料,烟台北方安德利果汁股份有限公司
1593,605199.SH,605199,葫芦娃,海南,中成药,海南葫芦娃药业集团股份有限公司
1594,605208.SH,605208,永茂泰,上海,汽车配件,上海永茂泰汽车科技股份有限公司
1595,605218.SH,605218,伟时电子,江苏,元器件,伟时电子股份有限公司
1596,605222.SH,605222,起帆电缆,上海,电气设备,上海起帆电缆股份有限公司
1597,605228.SH,605228,神通科技,浙江,汽车配件,神通科技集团股份有限公司
1598,605255.SH,605255,天普股份,浙江,汽车配件,宁波市天普橡胶科技股份有限公司
1599,605258.SH,605258,协和电子,江苏,元器件,江苏协和电子股份有限公司
1600,605259.SH,605259,绿田机械,浙江,农用机械,绿田机械股份有限公司
1601,605266.SH,605266,健之佳,云南,医药商业,云南健之佳健康连锁店股份有限公司
1602,605268.SH,605268,王力安防,浙江,家居用品,王力安防科技股份有限公司
1603,605277.SH,605277,新亚电子,浙江,电气设备,新亚电子股份有限公司
1604,605286.SH,605286,同力日升,江苏,运输设备,江苏同力日升机械股份有限公司
1605,605287.SH,605287,德才股份,山东,装修装饰,德才装饰股份有限公司
1606,605288.SH,605288,凯迪股份,江苏,电气设备,常州市凯迪电器股份有限公司
1607,605289.SH,605289,罗曼股份,上海,建筑工程,上海罗曼照明科技股份有限公司
1608,605296.SH,605296,神农集团,云南,农业综合,云南神农农业产业集团股份有限公司
1609,605298.SH,605298,必得科技,江苏,运输设备,江苏必得科技股份有限公司
1610,605299.SH,605299,舒华体育,福建,文教休闲,舒华体育股份有限公司
1611,605300.SH,605300,佳禾食品,江苏,食品,佳禾食品工业股份有限公司
1612,605303.SH,605303,园林股份,浙江,建筑工程,杭州市园林绿化股份有限公司
1613,605305.SH,605305,中际联合,北京,专用机械,中际联合(北京)科技股份有限公司
1614,605318.SH,605318,法狮龙,浙江,装修装饰,法狮龙家居建材股份有限公司
1615,605319.SH,605319,无锡振华,江苏,汽车配件,无锡市振华汽车部件股份有限公司
1616,605333.SH,605333,沪光股份,江苏,汽车配件,昆山沪光汽车电器股份有限公司
1617,605336.SH,605336,帅丰电器,浙江,家用电器,浙江帅丰电器股份有限公司
1618,605337.SH,605337,李子园,浙江,乳制品,浙江李子园食品股份有限公司
1619,605338.SH,605338,巴比食品,上海,食品,中饮巴比食品股份有限公司
1620,605339.SH,605339,南侨食品,上海,食品,南侨食品集团(上海)股份有限公司
1621,605358.SH,605358,立昂微,浙江,半导体,杭州立昂微电子股份有限公司
1622,605365.SH,605365,立达信,福建,家用电器,立达信物联科技股份有限公司
1623,605366.SH,605366,宏柏新材,江西,化工原料,江西宏柏新材料股份有限公司
1624,605368.SH,605368,蓝天燃气,河南,供气供热,河南蓝天燃气股份有限公司
1625,605369.SH,605369,拱东医疗,浙江,医疗保健,浙江拱东医疗器械股份有限公司
1626,605376.SH,605376,博迁新材,江苏,小金属,江苏博迁新材料股份有限公司
1627,605377.SH,605377,华旺科技,浙江,造纸,杭州华旺新材料科技股份有限公司
1628,605378.SH,605378,野马电池,浙江,电气设备,浙江野马电池股份有限公司
1629,605388.SH,605388,均瑶健康,湖北,软饮料,湖北均瑶大健康饮品股份有限公司
1630,605389.SH,605389,长龄液压,江苏,机械基件,江苏长龄液压股份有限公司
1631,605398.SH,605398,新炬网络,上海,软件服务,上海新炬网络信息技术股份有限公司
1632,605399.SH,605399,晨光新材,江西,化工原料,江西晨光新材料股份有限公司
1633,605488.SH,605488,福莱新材,浙江,塑料,浙江福莱新材料股份有限公司
1634,605499.SH,605499,东鹏饮料,深圳,软饮料,东鹏饮料(集团)股份有限公司
1635,605500.SH,605500,森林包装,浙江,造纸,森林包装集团股份有限公司
1636,605507.SH,605507,国邦医药,浙江,化学制药,国邦医药集团股份有限公司
1637,605567.SH,605567,春雪食品,山东,食品,春雪食品集团股份有限公司
1638,605577.SH,605577,龙版传媒,黑龙江,出版业,黑龙江出版传媒股份有限公司
1639,605580.SH,605580,恒盛能源,浙江,供气供热,恒盛能源股份有限公司
1640,605588.SH,605588,冠石科技,江苏,半导体,南京冠石科技股份有限公司
1641,605589.SH,605589,圣泉集团,山东,化工原料,济南圣泉集团股份有限公司
1642,605598.SH,605598,上海港湾,上海,建筑工程,上海港湾基础建设(集团)股份有限公司
1643,605599.SH,605599,菜百股份,北京,黄金,北京菜市口百货股份有限公司
1644,688001.SH,688001,华兴源创,江苏,专用机械,苏州华兴源创科技股份有限公司
1645,688002.SH,688002,睿创微纳,山东,通信设备,烟台睿创微纳技术股份有限公司
1646,688003.SH,688003,天准科技,江苏,专用机械,苏州天准科技股份有限公司
1647,688004.SH,688004,博汇科技,北京,软件服务,北京市博汇科技股份有限公司
1648,688005.SH,688005,容百科技,浙江,电气设备,宁波容百新能源科技股份有限公司
1649,688006.SH,688006,杭可科技,浙江,电气设备,浙江杭可科技股份有限公司
1650,688007.SH,688007,光峰科技,深圳,元器件,深圳光峰科技股份有限公司
1651,688008.SH,688008,澜起科技,上海,半导体,澜起科技股份有限公司
1652,688009.SH,688009,中国通号,北京,运输设备,中国铁路通信信号股份有限公司
1653,688010.SH,688010,福光股份,福建,电器仪表,福建福光股份有限公司
1654,688011.SH,688011,新光光电,黑龙江,元器件,哈尔滨新光光电科技股份有限公司
1655,688012.SH,688012,中微公司,上海,专用机械,中微半导体设备(上海)股份有限公司
1656,688013.SH,688013,天臣医疗,江苏,医疗保健,天臣国际医疗科技股份有限公司
1657,688015.SH,688015,交控科技,北京,运输设备,交控科技股份有限公司
1658,688016.SH,688016,心脉医疗,上海,医疗保健,上海微创心脉医疗科技(集团)股份有限公司
1659,688017.SH,688017,绿的谐波,江苏,机械基件,苏州绿的谐波传动科技股份有限公司
1660,688018.SH,688018,乐鑫科技,上海,半导体,乐鑫信息科技(上海)股份有限公司
1661,688019.SH,688019,安集科技,上海,半导体,安集微电子科技(上海)股份有限公司
1662,688020.SH,688020,方邦股份,广东,元器件,广州方邦电子股份有限公司
1663,688021.SH,688021,奥福环保,山东,环境保护,山东奥福环保科技股份有限公司
1664,688022.SH,688022,瀚川智能,江苏,专用机械,苏州瀚川智能科技股份有限公司
1665,688023.SH,688023,安恒信息,浙江,软件服务,杭州安恒信息技术股份有限公司
1666,688025.SH,688025,杰普特,深圳,元器件,深圳市杰普特光电股份有限公司
1667,688026.SH,688026,洁特生物,广东,塑料,广州洁特生物过滤股份有限公司
1668,688027.SH,688027,国盾量子,安徽,通信设备,科大国盾量子技术股份有限公司
1669,688028.SH,688028,沃尔德,北京,专用机械,北京沃尔德金刚石工具股份有限公司
1670,688029.SH,688029,南微医学,江苏,医疗保健,南微医学科技股份有限公司
1671,688030.SH,688030,山石网科,江苏,软件服务,山石网科通信技术股份有限公司
1672,688033.SH,688033,天宜上佳,北京,运输设备,北京天宜上佳高新材料股份有限公司
1673,688036.SH,688036,传音控股,深圳,通信设备,深圳传音控股股份有限公司
1674,688037.SH,688037,芯源微,辽宁,半导体,沈阳芯源微电子设备股份有限公司
1675,688038.SH,688038,中科通达,湖北,软件服务,武汉中科通达高新技术股份有限公司
1676,688039.SH,688039,当虹科技,浙江,软件服务,杭州当虹科技股份有限公司
1677,688050.SH,688050,爱博医疗,北京,医疗保健,爱博诺德(北京)医疗科技股份有限公司
1678,688051.SH,688051,佳华科技,北京,软件服务,罗克佳华科技集团股份有限公司
1679,688055.SH,688055,龙腾光电,江苏,元器件,昆山龙腾光电股份有限公司
1680,688056.SH,688056,莱伯泰科,北京,电器仪表,北京莱伯泰科仪器股份有限公司
1681,688057.SH,688057,金达莱,江西,环境保护,江西金达莱环保股份有限公司
1682,688058.SH,688058,宝兰德,北京,软件服务,北京宝兰德软件股份有限公司
1683,688059.SH,688059,华锐精密,湖南,机械基件,株洲华锐精密工具股份有限公司
1684,688060.SH,688060,云涌科技,江苏,软件服务,江苏云涌电子科技股份有限公司
1685,688063.SH,688063,派能科技,上海,电气设备,上海派能能源科技股份有限公司
1686,688065.SH,688065,凯赛生物,上海,化纤,上海凯赛生物技术股份有限公司
1687,688066.SH,688066,航天宏图,北京,软件服务,航天宏图信息技术股份有限公司
1688,688067.SH,688067,爱威科技,湖南,医疗保健,爱威科技股份有限公司
1689,688068.SH,688068,热景生物,北京,医疗保健,北京热景生物技术股份有限公司
1690,688069.SH,688069,德林海,江苏,环境保护,无锡德林海环保科技股份有限公司
1691,688070.SH,688070,纵横股份,四川,航空,成都纵横自动化技术股份有限公司
1692,688071.SH,688071,华依科技,上海,专用机械,上海华依科技集团股份有限公司
1693,688076.SH,688076,诺泰生物,江苏,生物制药,江苏诺泰澳赛诺生物制药股份有限公司
1694,688077.SH,688077,大地熊,安徽,元器件,安徽大地熊新材料股份有限公司
1695,688078.SH,688078,龙软科技,北京,软件服务,北京龙软科技股份有限公司
1696,688079.SH,688079,美迪凯,浙江,半导体,杭州美迪凯光电科技股份有限公司
1697,688080.SH,688080,映翰通,北京,通信设备,北京映翰通网络技术股份有限公司
1698,688081.SH,688081,兴图新科,湖北,软件服务,武汉兴图新科电子股份有限公司
1699,688083.SH,688083,中望软件,广东,软件服务,广州中望龙腾软件股份有限公司
1700,688085.SH,688085,三友医疗,上海,医疗保健,上海三友医疗器械股份有限公司
1701,688086.SH,688086,紫晶存储,广东,IT设备,广东紫晶信息存储技术股份有限公司
1702,688087.SH,688087,英科再生,山东,环境保护,山东英科环保再生资源股份有限公司
1703,688088.SH,688088,虹软科技,浙江,软件服务,虹软科技股份有限公司
1704,688089.SH,688089,嘉必优,湖北,食品,嘉必优生物技术(武汉)股份有限公司
1705,688090.SH,688090,瑞松科技,广东,专用机械,广州瑞松智能科技股份有限公司
1706,688091.SH,688091,上海谊众-U,上海,化学制药,上海谊众药业股份有限公司
1707,688092.SH,688092,爱科科技,浙江,专用机械,杭州爱科科技股份有限公司
1708,688093.SH,688093,世华科技,江苏,化工原料,苏州世华新材料科技股份有限公司
1709,688095.SH,688095,福昕软件,福建,软件服务,福建福昕软件开发股份有限公司
1710,688096.SH,688096,京源环保,江苏,环境保护,江苏京源环保股份有限公司
1711,688097.SH,688097,博众精工,江苏,专用机械,博众精工科技股份有限公司
1712,688098.SH,688098,申联生物,上海,生物制药,申联生物医药(上海)股份有限公司
1713,688099.SH,688099,晶晨股份,上海,半导体,晶晨半导体(上海)股份有限公司
1714,688100.SH,688100,威胜信息,湖南,通信设备,威胜信息技术股份有限公司
1715,688101.SH,688101,三达膜,陕西,环境保护,三达膜环境技术股份有限公司
1716,688103.SH,688103,国力股份,江苏,电气设备,昆山国力电子科技股份有限公司
1717,688106.SH,688106,金宏气体,江苏,化工原料,苏州金宏气体股份有限公司
1718,688108.SH,688108,赛诺医疗,天津,医疗保健,赛诺医疗科学技术股份有限公司
1719,688109.SH,688109,品茗股份,浙江,软件服务,杭州品茗安控信息技术股份有限公司
1720,688111.SH,688111,金山办公,北京,软件服务,北京金山办公软件股份有限公司
1721,688113.SH,688113,联测科技,江苏,专用机械,江苏联测机电科技股份有限公司
1722,688116.SH,688116,天奈科技,江苏,化工原料,江苏天奈科技股份有限公司
1723,688117.SH,688117,圣诺生物,四川,生物制药,成都圣诺生物科技股份有限公司
1724,688118.SH,688118,普元信息,上海,软件服务,普元信息技术股份有限公司
1725,688121.SH,688121,卓然股份,上海,专用机械,上海卓然工程技术股份有限公司
1726,688122.SH,688122,西部超导,陕西,小金属,西部超导材料科技股份有限公司
1727,688123.SH,688123,聚辰股份,上海,半导体,聚辰半导体股份有限公司
1728,688126.SH,688126,沪硅产业-U,上海,半导体,上海硅产业集团股份有限公司
1729,688127.SH,688127,蓝特光学,浙江,元器件,浙江蓝特光学股份有限公司
1730,688128.SH,688128,中国电研,广东,专用机械,中国电器科学研究院股份有限公司
1731,688129.SH,688129,东来技术,上海,染料涂料,东来涂料技术(上海)股份有限公司
1732,688131.SH,688131,皓元医药,上海,化学制药,上海皓元医药股份有限公司
1733,688133.SH,688133,泰坦科技,上海,化工原料,上海泰坦科技股份有限公司
1734,688135.SH,688135,利扬芯片,广东,半导体,广东利扬芯片测试股份有限公司
1735,688136.SH,688136,科兴制药,山东,生物制药,科兴生物制药股份有限公司
1736,688138.SH,688138,清溢光电,深圳,元器件,深圳清溢光电股份有限公司
1737,688139.SH,688139,海尔生物,山东,医疗保健,青岛海尔生物医疗股份有限公司
1738,688148.SH,688148,芳源股份,广东,电气设备,广东芳源环保股份有限公司
1739,688155.SH,688155,先惠技术,上海,专用机械,上海先惠自动化技术股份有限公司
1740,688156.SH,688156,路德环境,湖北,环境保护,路德环境科技股份有限公司
1741,688157.SH,688157,松井股份,湖南,染料涂料,湖南松井新材料股份有限公司
1742,688158.SH,688158,优刻得-W,上海,互联网,优刻得科技股份有限公司
1743,688159.SH,688159,有方科技,深圳,通信设备,深圳市有方科技股份有限公司
1744,688160.SH,688160,步科股份,上海,电器仪表,上海步科自动化股份有限公司
1745,688161.SH,688161,威高骨科,山东,医疗保健,山东威高骨科材料股份有限公司
1746,688165.SH,688165,埃夫特-U,安徽,专用机械,埃夫特智能装备股份有限公司
1747,688166.SH,688166,博瑞医药,江苏,化学制药,博瑞生物医药(苏州)股份有限公司
1748,688168.SH,688168,安博通,北京,软件服务,北京安博通科技股份有限公司
1749,688169.SH,688169,石头科技,北京,家用电器,北京石头世纪科技股份有限公司
1750,688177.SH,688177,百奥泰-U,广东,生物制药,百奥泰生物制药股份有限公司
1751,688178.SH,688178,万德斯,江苏,环境保护,南京万德斯环保科技股份有限公司
1752,688179.SH,688179,阿拉丁,上海,化学制药,上海阿拉丁生化科技股份有限公司
1753,688180.SH,688180,君实生物-U,上海,生物制药,上海君实生物医药科技股份有限公司
1754,688181.SH,688181,八亿时空,北京,半导体,北京八亿时空液晶科技股份有限公司
1755,688183.SH,688183,生益电子,广东,元器件,生益电子股份有限公司
1756,688185.SH,688185,康希诺-U,天津,生物制药,康希诺生物股份公司
1757,688186.SH,688186,广大特材,江苏,特种钢,张家港广大特材股份有限公司
1758,688187.SH,688187,时代电气,湖南,运输设备,株洲中车时代电气股份有限公司
1759,688188.SH,688188,柏楚电子,上海,软件服务,上海柏楚电子科技股份有限公司
1760,688189.SH,688189,南新制药,湖南,化学制药,湖南南新制药股份有限公司
1761,688191.SH,688191,智洋创新,山东,软件服务,智洋创新科技股份有限公司
1762,688195.SH,688195,腾景科技,福建,元器件,腾景科技股份有限公司
1763,688196.SH,688196,卓越新能,福建,环境保护,龙岩卓越新能源股份有限公司
1764,688198.SH,688198,佰仁医疗,北京,医疗保健,北京佰仁医疗科技股份有限公司
1765,688199.SH,688199,久日新材,天津,化工原料,天津久日新材料股份有限公司
1766,688200.SH,688200,华峰测控,北京,专用机械,北京华峰测控技术股份有限公司
1767,688201.SH,688201,信安世纪,北京,通信设备,北京信安世纪科技股份有限公司
1768,688202.SH,688202,美迪西,上海,医疗保健,上海美迪西生物医药股份有限公司
1769,688208.SH,688208,道通科技,深圳,汽车配件,深圳市道通科技股份有限公司
1770,688215.SH,688215,瑞晟智能,浙江,专用机械,浙江瑞晟智能科技股份有限公司
1771,688216.SH,688216,气派科技,深圳,半导体,气派科技股份有限公司
1772,688217.SH,688217,睿昂基因,上海,生物制药,上海睿昂基因科技股份有限公司
1773,688218.SH,688218,江苏北人,江苏,专用机械,江苏北人智能制造科技股份有限公司
1774,688219.SH,688219,会通股份,安徽,塑料,会通新材料股份有限公司
1775,688221.SH,688221,前沿生物-U,江苏,生物制药,前沿生物药业(南京)股份有限公司
1776,688222.SH,688222,成都先导,四川,化学制药,成都先导药物开发股份有限公司
1777,688226.SH,688226,威腾电气,江苏,电气设备,威腾电气集团股份有限公司
1778,688228.SH,688228,开普云,广东,互联网,开普云信息科技股份有限公司
1779,688229.SH,688229,博睿数据,北京,软件服务,北京博睿宏远数据科技股份有限公司
1780,688233.SH,688233,神工股份,辽宁,化工原料,锦州神工半导体股份有限公司
1781,688239.SH,688239,航宇科技,贵州,航空,贵州航宇科技发展股份有限公司
1782,688256.SH,688256,寒武纪-U,北京,元器件,中科寒武纪科技股份有限公司
1783,688258.SH,688258,卓易信息,江苏,软件服务,江苏卓易信息科技股份有限公司
1784,688260.SH,688260,昀冢科技,江苏,元器件,苏州昀冢电子科技股份有限公司
1785,688266.SH,688266,泽璟制药-U,江苏,化学制药,苏州泽璟生物制药股份有限公司
1786,688268.SH,688268,华特气体,广东,化工原料,广东华特气体股份有限公司
1787,688269.SH,688269,凯立新材,陕西,化工原料,西安凯立新材料股份有限公司
1788,688272.SH,688272,富吉瑞,北京,元器件,北京富吉瑞光电科技股份有限公司
1789,688276.SH,688276,百克生物,吉林,生物制药,长春百克生物科技股份公司
1790,688277.SH,688277,天智航-U,北京,医疗保健,北京天智航医疗科技股份有限公司
1791,688278.SH,688278,特宝生物,福建,生物制药,厦门特宝生物工程股份有限公司
1792,688285.SH,688285,高铁电气,陕西,运输设备,中铁高铁电气装备股份有限公司
1793,688286.SH,688286,敏芯股份,江苏,元器件,苏州敏芯微电子技术股份有限公司
1794,688288.SH,688288,鸿泉物联,浙江,汽车配件,杭州鸿泉物联网技术股份有限公司
1795,688289.SH,688289,圣湘生物,湖南,医疗保健,圣湘生物科技股份有限公司
1796,688296.SH,688296,和达科技,浙江,软件服务,浙江和达科技股份有限公司
1797,688298.SH,688298,东方生物,浙江,医疗保健,浙江东方基因生物制品股份有限公司
1798,688299.SH,688299,长阳科技,浙江,塑料,宁波长阳科技股份有限公司
1799,688300.SH,688300,联瑞新材,江苏,矿物制品,江苏联瑞新材料股份有限公司
1800,688301.SH,688301,奕瑞科技,上海,医疗保健,上海奕瑞光电子科技股份有限公司
1801,688303.SH,688303,大全能源,新疆,电气设备,新疆大全新能源股份有限公司
1802,688305.SH,688305,科德数控,辽宁,机床制造,科德数控股份有限公司
1803,688308.SH,688308,欧科亿,湖南,机械基件,株洲欧科亿数控精密刀具股份有限公司
1804,688309.SH,688309,恒誉环保,山东,环境保护,济南恒誉环保科技股份有限公司
1805,688310.SH,688310,迈得医疗,浙江,医疗保健,迈得医疗工业设备股份有限公司
1806,688311.SH,688311,盟升电子,四川,元器件,成都盟升电子技术股份有限公司
1807,688312.SH,688312,燕麦科技,深圳,专用机械,深圳市燕麦科技股份有限公司
1808,688313.SH,688313,仕佳光子,河南,通信设备,河南仕佳光子科技股份有限公司
1809,688314.SH,688314,康拓医疗,陕西,医疗保健,西安康拓医疗技术股份有限公司
1810,688315.SH,688315,诺禾致源,北京,医疗保健,北京诺禾致源科技股份有限公司
1811,688316.SH,688316,青云科技-U,北京,软件服务,北京青云科技股份有限公司
1812,688317.SH,688317,之江生物,上海,生物制药,上海之江生物科技股份有限公司
1813,688318.SH,688318,财富趋势,深圳,软件服务,深圳市财富趋势科技股份有限公司
1814,688319.SH,688319,欧林生物,四川,生物制药,成都欧林生物科技股份有限公司
1815,688321.SH,688321,微芯生物,深圳,化学制药,深圳微芯生物科技股份有限公司
1816,688323.SH,688323,瑞华泰,深圳,塑料,深圳瑞华泰薄膜科技股份有限公司
1817,688328.SH,688328,深科达,深圳,元器件,深圳市深科达智能装备股份有限公司
1818,688329.SH,688329,艾隆科技,江苏,医疗保健,苏州艾隆科技股份有限公司
1819,688330.SH,688330,宏力达,上海,电气设备,上海宏力达信息技术股份有限公司
1820,688333.SH,688333,铂力特,陕西,机械基件,西安铂力特增材技术股份有限公司
1821,688335.SH,688335,复洁环保,上海,环境保护,上海复洁环保科技股份有限公司
1822,688336.SH,688336,三生国健,上海,生物制药,三生国健药业(上海)股份有限公司
1823,688338.SH,688338,赛科希德,北京,医疗保健,北京赛科希德科技股份有限公司
1824,688339.SH,688339,亿华通-U,北京,汽车配件,北京亿华通科技股份有限公司
1825,688345.SH,688345,博力威,广东,电气设备,广东博力威科技股份有限公司
1826,688350.SH,688350,富淼科技,江苏,化工原料,江苏富淼科技股份有限公司
1827,688355.SH,688355,明志科技,江苏,机械基件,苏州明志科技股份有限公司
1828,688356.SH,688356,键凯科技,北京,化学制药,北京键凯科技股份有限公司
1829,688357.SH,688357,建龙微纳,河南,化工原料,洛阳建龙微纳新材料股份有限公司
1830,688358.SH,688358,祥生医疗,江苏,医疗保健,无锡祥生医疗科技股份有限公司
1831,688359.SH,688359,三孚新科,广东,化工原料,广州三孚新材料科技股份有限公司
1832,688360.SH,688360,德马科技,浙江,机械基件,浙江德马科技股份有限公司
1833,688363.SH,688363,华熙生物,山东,生物制药,华熙生物科技股份有限公司
1834,688365.SH,688365,光云科技,浙江,软件服务,杭州光云科技股份有限公司
1835,688366.SH,688366,昊海生科,上海,生物制药,上海昊海生物科技股份有限公司
1836,688367.SH,688367,工大高科,安徽,软件服务,合肥工大高科信息科技股份有限公司
1837,688368.SH,688368,晶丰明源,上海,半导体,上海晶丰明源半导体股份有限公司
1838,688369.SH,688369,致远互联,北京,软件服务,北京致远互联软件股份有限公司
